PassengerId,Name,HomePlanet,Destination,CryoSleep,Cabin,Age,Classe_Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Argent_Total,Famille,Transported
1002_01,Caish Leste,Mars,55 Cancri e,False,F/187/S,3.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1002_02,Bun Leste,Mars,TRAPPIST-1e,False,F/187/S,42.0,Adulte,False,1050.0,0.0,715.0,0.0,3.0,1768.0,True,False
1002_03,Spuffs Leste,Mars,TRAPPIST-1e,True,F/187/S,1.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1004_01,Aldun Wassird,Europa,55 Cancri e,True,A/11/S,56.0,Vieux,,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1005_01,Coreee Juartis,Earth,TRAPPIST-1e,False,G/156/S,20.0,Jeune,False,0.0,0.0,4.0,9.0,773.0,786.0,False,False
1006_01,Velyne Summington,Earth,TRAPPIST-1e,False,E/74/S,21.0,Jeune,False,0.0,0.0,0.0,0.0,791.0,791.0,True,False
1006_02,Stany Summington,Earth,TRAPPIST-1e,True,E/74/S,5.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1006_03,Stenny Summington,Earth,TRAPPIST-1e,False,,12.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1008_01,Wasatz Spistory,Europa,55 Cancri e,True,C/39/S,39.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1008_02,Wimpha Spistory,Europa,TRAPPIST-1e,True,C/39/S,60.0,Vieux,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1011_01,Camie Prinson,Earth,TRAPPIST-1e,False,,31.0,Adulte,False,1633.0,4.0,49.0,6.0,0.0,1692.0,False,False
1011_02,Kaye Prinson,Earth,TRAPPIST-1e,True,G/148/P,58.0,Vieux,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1012_01,Valey Hubbarton,Earth,TRAPPIST-1e,True,G/149/P,19.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1013_01,Weslie Farleyatton,Earth,TRAPPIST-1e,True,G/158/S,29.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1014_01,Ranuts Frasp,Mars,TRAPPIST-1e,True,F/207/P,19.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1015_01,Wilmay Antoshipson,Earth,TRAPPIST-1e,False,F/189/S,44.0,Adulte,,0.0,131.0,267.0,554.0,0.0,952.0,False,False
1017_01,Joya Blanglison,Earth,TRAPPIST-1e,False,F/190/S,20.0,Jeune,False,0.0,15.0,122.0,1125.0,0.0,1262.0,False,False
1018_01,Elaney Webstephrey,Earth,TRAPPIST-1e,True,G/150/P,18.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1019_01,Melia Wilderssen,Earth,,False,F/191/S,36.0,Adulte,False,1.0,1410.0,0.0,1.0,0.0,1412.0,False,True
1020_01,Appers Wala,Mars,TRAPPIST-1e,True,F/208/P,25.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1022_01,Melvia Blanglison,Earth,TRAPPIST-1e,False,,15.0,Enfant,,48.0,6.0,0.0,954.0,0.0,1008.0,False,False
1024_01,Verly Chavezalez,Earth,55 Cancri e,False,F/209/P,18.0,Jeune,False,187.0,12.0,0.0,1277.0,0.0,1476.0,False,False
1024_02,Myrace Nichaner,Earth,TRAPPIST-1e,True,G/152/P,18.0,Inconnu,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1024_03,Bellee Chavezalez,,55 Cancri e,False,G/152/P,54.0,Vieux,False,0.0,5.0,0.0,594.0,209.0,808.0,True,False
1024_04,Bethew Chavezalez,Earth,55 Cancri e,False,G/152/P,49.0,Inconnu,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1025_01,Chrisa Harverez,Earth,TRAPPIST-1e,False,F/210/P,20.0,Jeune,False,759.0,0.0,106.0,202.0,0.0,1067.0,False,False
1026_01,Lilace Leetersoney,Earth,TRAPPIST-1e,True,G/159/S,21.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1027_01,Cort Dal,Mars,TRAPPIST-1e,False,F/211/P,8.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1027_02,Anamse Dal,Mars,TRAPPIST-1e,False,F/211/P,46.0,Adulte,False,1454.0,0.0,81.0,38.0,0.0,1573.0,True,False
1027_03,Basps Dal,Mars,TRAPPIST-1e,False,F/211/P,31.0,Adulte,False,231.0,0.0,0.0,279.0,9.0,519.0,True,False
1027_04,Trine Dal,Mars,55 Cancri e,False,F/211/P,3.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1029_01,Crowk Racke,Mars,TRAPPIST-1e,True,F/212/P,30.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1030_01,Jorgie Farleyatton,Earth,TRAPPIST-1e,False,F/213/P,23.0,Jeune,False,1081.0,0.0,0.0,0.0,7.0,1088.0,False,False
1031_01,Warry Leonzaley,Earth,TRAPPIST-1e,False,F/194/S,14.0,Enfant,False,756.0,84.0,0.0,8.0,99.0,947.0,False,False
1032_01,Aude Garzaley,Earth,PSO J318.5-22,True,G/153/P,25.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1033_01,Ericky Gonzaley,Earth,TRAPPIST-1e,True,G/154/P,61.0,Vieux,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1034_01,Aliedy Cleman,Earth,TRAPPIST-1e,False,G/155/P,31.0,Adulte,False,0.0,0.0,0.0,675.0,213.0,888.0,False,False
1035_01,Nutz Bra,Mars,55 Cancri e,False,F/214/P,13.0,Enfant,False,4.0,0.0,1973.0,0.0,39.0,2016.0,False,True
1036_01,Laude Georgasey,Earth,PSO J318.5-22,True,G/161/S,24.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1038_01,Naomie Knoxonway,Earth,TRAPPIST-1e,False,G/163/S,47.0,Adulte,False,0.0,306.0,84.0,499.0,0.0,889.0,False,False
1040_01,Clard Mcbritts,Earth,PSO J318.5-22,False,G/164/S,15.0,Enfant,False,521.0,162.0,62.0,5.0,0.0,750.0,False,True
1041_01,Algrafi Heedry,Europa,TRAPPIST-1e,True,,46.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1043_01,Gwenda Talls,Earth,TRAPPIST-1e,False,F/215/P,49.0,Adulte,False,0.0,0.0,1526.0,960.0,0.0,2486.0,False,False
1045_01,Halsham Unteckery,Europa,TRAPPIST-1e,False,C/38/P,37.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False
1045_02,Shail Unteckery,Europa,TRAPPIST-1e,False,C/38/P,44.0,Adulte,False,0.0,2349.0,7.0,815.0,10896.0,14067.0,False,False
1046_01,Wena Beachez,Earth,TRAPPIST-1e,False,F/196/S,16.0,Enfant,False,507.0,0.0,0.0,0.0,0.0,507.0,False,False
1047_01,,Earth,TRAPPIST-1e,True,G/156/P,58.0,Vieux,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1048_01,Deany Mcdon,Earth,TRAPPIST-1e,False,F/216/P,20.0,Jeune,False,0.0,537.0,612.0,3.0,0.0,1152.0,False,True
1049_01,Ockies Prie,Mars,55 Cancri e,True,F/217/P,36.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1049_02,Yakers Prie,Mars,TRAPPIST-1e,True,F/217/P,31.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1051_01,Frandy Warrison,Earth,TRAPPIST-1e,False,F/197/S,21.0,Jeune,False,2.0,447.0,81.0,74.0,0.0,604.0,False,False
1052_01,Leenny Gallard,Earth,55 Cancri e,False,F/198/S,22.0,Jeune,False,0.0,0.0,21.0,0.0,0.0,21.0,False,False
1053_01,Rald Colleruces,Earth,PSO J318.5-22,False,F/199/S,27.0,Jeune,False,182.0,0.0,0.0,0.0,376.0,558.0,False,False
1054_01,Blanie Valexandez,Earth,TRAPPIST-1e,False,F/200/S,58.0,Vieux,False,0.0,0.0,828.0,0.0,96.0,924.0,False,True
1056_01,Cineys Ble,,TRAPPIST-1e,True,F/218/P,38.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1056_02,Otlios Ble,Mars,55 Cancri e,True,F/218/P,30.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1057_01,Cherkar Braned,Europa,55 Cancri e,True,C/39/P,20.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1058_01,Keithy Ingston,Earth,TRAPPIST-1e,False,F/201/S,19.0,Jeune,False,0.0,0.0,27.0,53.0,677.0,757.0,False,False
1060_01,Willip Clayson,Earth,TRAPPIST-1e,False,G/166/S,57.0,Vieux,False,0.0,20.0,157.0,21.0,689.0,887.0,False,False
1062_01,Erina Wolffy,Earth,TRAPPIST-1e,False,F/219/P,26.0,Jeune,False,0.0,773.0,48.0,0.0,149.0,970.0,False,False
1063_01,Markar Ingwhed,,TRAPPIST-1e,False,B/38/P,38.0,Adulte,False,0.0,3262.0,0.0,295.0,1374.0,4931.0,True,True
1063_02,Aldebah Ingwhed,Europa,TRAPPIST-1e,True,B/38/P,15.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1065_01,Chios Jaf,Mars,TRAPPIST-1e,True,F/202/S,33.0,Inconnu,,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1066_01,Weres Staf,Mars,TRAPPIST-1e,True,F/220/P,35.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1068_01,Kayd Pughanders,Earth,PSO J318.5-22,True,G/167/S,38.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1071_01,Alraida Dingauge,,TRAPPIST-1e,False,T/0/P,35.0,Adulte,False,415.0,1328.0,0.0,14.0,60.0,1817.0,False,False
1075_01,Teron Objeciane,Europa,TRAPPIST-1e,True,B/41/S,14.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1075_02,Duhra Objeciane,Europa,TRAPPIST-1e,True,B/41/S,27.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1076_01,Raque Scheron,Earth,TRAPPIST-1e,True,G/161/P,25.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1077_01,Dorene Bardinard,Earth,TRAPPIST-1e,,G/162/P,37.0,Adulte,False,0.0,113.0,0.0,283.0,455.0,851.0,False,False
1078_01,Hellia Ewins,Earth,55 Cancri e,False,E/60/P,25.0,Jeune,False,79.0,709.0,0.0,0.0,0.0,788.0,False,False
1079_01,Helean Traverdy,Earth,55 Cancri e,False,G/163/P,41.0,Adulte,False,638.0,0.0,133.0,0.0,0.0,771.0,False,False
1080_01,Ret Parte,Mars,TRAPPIST-1e,False,F/204/S,50.0,Vieux,False,202.0,0.0,1108.0,0.0,0.0,1310.0,False,False
1082_01,Grake Traie,Mars,TRAPPIST-1e,False,F/205/S,33.0,Adulte,False,694.0,0.0,60.0,564.0,0.0,1318.0,False,False
1083_01,Ste Sfin,Mars,TRAPPIST-1e,True,F/206/S,27.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1083_02,Pars Sfin,Mars,TRAPPIST-1e,True,F/206/S,23.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1083_03,Hion Sfin,Mars,TRAPPIST-1e,False,F/206/S,18.0,Jeune,False,556.0,0.0,0.0,852.0,6.0,1414.0,False,True
1084_01,Kylen Holcompson,Earth,TRAPPIST-1e,False,F/207/S,31.0,Adulte,False,0.0,1.0,0.0,16.0,843.0,860.0,False,False
1085_01,Troyce Wagnerray,Earth,TRAPPIST-1e,,G/165/P,54.0,Vieux,,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1086_01,Hellia Carpennels,Earth,TRAPPIST-1e,True,G/166/P,38.0,Inconnu,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1086_02,Nancey Willangsey,Earth,TRAPPIST-1e,False,G/166/P,11.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False
1086_03,Fany Willangsey,Earth,TRAPPIST-1e,True,G/166/P,4.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1086_04,Almary Willangsey,Earth,,False,E/61/P,19.0,Jeune,False,0.0,0.0,0.0,641.0,0.0,641.0,False,True
1086_05,Elly Willangsey,Earth,TRAPPIST-1e,False,G/166/P,7.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1088_01,Kayd Pottney,Earth,PSO J318.5-22,True,G/169/S,20.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1089_01,Sheleon Pronfraked,,55 Cancri e,True,D/41/P,33.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1089_02,Gacrab Pronfraked,Europa,TRAPPIST-1e,False,D/41/P,26.0,Jeune,False,0.0,565.0,1.0,677.0,794.0,2037.0,False,False
1091_01,Dills Miste,Mars,TRAPPIST-1e,True,F/223/P,35.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1093_01,Beass Winie,Mars,TRAPPIST-1e,False,D/42/P,23.0,Jeune,False,1862.0,59.0,18.0,192.0,0.0,2131.0,False,True
1094_01,Carona Webstenson,Earth,TRAPPIST-1e,False,F/224/P,60.0,Vieux,,437.0,2.0,0.0,0.0,365.0,804.0,False,False
1095_01,Alhail Drelcate,Europa,TRAPPIST-1e,True,,34.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1096_01,Essara Simson,Earth,TRAPPIST-1e,False,G/170/S,20.0,Inconnu,False,233.0,0.0,0.0,0.0,488.0,721.0,False,False
1097_01,Tundsh Weeke,Mars,TRAPPIST-1e,True,E/76/S,42.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1099_01,Andine Mcneiley,Earth,PSO J318.5-22,False,F/225/P,22.0,Jeune,False,0.0,78.0,642.0,0.0,0.0,720.0,False,False
1100_01,Ros Cuche,Mars,TRAPPIST-1e,False,F/226/P,18.0,Jeune,False,490.0,355.0,298.0,245.0,0.0,1388.0,True,False
1100_02,Jel Cuche,Mars,TRAPPIST-1e,False,F/226/P,5.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1100_03,Cireal Cuche,Mars,TRAPPIST-1e,False,F/226/P,18.0,Jeune,False,787.0,0.0,106.0,1710.0,0.0,2603.0,False,False
1100_04,Heat Frité,Mars,TRAPPIST-1e,False,E/62/P,29.0,Jeune,False,528.0,271.0,99.0,0.0,130.0,1028.0,False,False
1102_01,Boats Dan,Mars,PSO J318.5-22,,F/227/P,39.0,Adulte,False,173.0,0.0,660.0,1.0,781.0,1615.0,False,False
1105_01,Leen Willangsey,Earth,TRAPPIST-1e,False,F/208/S,17.0,Enfant,False,82.0,0.0,263.0,16.0,515.0,876.0,False,False
1108_01,Blesh Seen,Mars,TRAPPIST-1e,False,F/211/S,58.0,Vieux,False,55.0,0.0,756.0,246.0,100.0,1157.0,True,False
1108_02,,Mars,TRAPPIST-1e,True,F/211/S,5.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1110_01,Auvara Ennalve,Europa,TRAPPIST-1e,False,C/42/S,23.0,Jeune,False,0.0,24.0,0.0,55.0,7516.0,7595.0,True,False
1110_02,Batomam Ennalve,Europa,55 Cancri e,False,C/42/S,26.0,Jeune,False,8.0,6138.0,0.0,3.0,754.0,6903.0,False,True
1112_01,Elebola Opshaft,Europa,55 Cancri e,False,B/39/P,40.0,Adulte,False,0.0,4076.0,6124.0,58.0,100.0,10358.0,False,True
1113_01,Stevey Fielsenders,Earth,TRAPPIST-1e,False,E/78/S,20.0,Jeune,False,0.0,0.0,0.0,0.0,719.0,719.0,False,True
1114_01,Jet Kidne,Mars,TRAPPIST-1e,False,E/79/S,38.0,Adulte,True,936.0,0.0,363.0,0.0,0.0,1299.0,True,False
1114_02,Apple Kidne,Mars,TRAPPIST-1e,False,E/79/S,31.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1115_01,Arl Oneidson,Earth,TRAPPIST-1e,True,G/173/S,34.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1116_01,Rickie Barnolaney,Earth,TRAPPIST-1e,False,G/174/S,9.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1116_02,Evane Barnolaney,Earth,TRAPPIST-1e,,,36.0,Adulte,False,0.0,3011.0,0.0,0.0,98.0,3109.0,False,True
1116_03,Colly Barnolaney,Earth,TRAPPIST-1e,True,G/174/S,26.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1117_01,Jimen Andackson,Earth,TRAPPIST-1e,False,E/63/P,18.0,Jeune,False,855.0,0.0,51.0,0.0,0.0,906.0,False,False
1121_01,Lynez Burnerez,Earth,PSO J318.5-22,False,F/229/P,55.0,Vieux,,98.0,46.0,0.0,743.0,0.0,887.0,False,True
1123_01,Altanin Praded,Europa,TRAPPIST-1e,False,B/40/P,28.0,Jeune,False,0.0,402.0,0.0,135.0,9010.0,9547.0,False,False
1127_01,Weid Dishocatal,Europa,55 Cancri e,True,B/43/S,18.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1129_01,Ritany Bellyonsley,Earth,TRAPPIST-1e,False,E/80/S,28.0,Jeune,False,2.0,0.0,0.0,787.0,3.0,792.0,False,False
1130_01,Guaney Cako,Mars,TRAPPIST-1e,True,E/81/S,23.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1130_02,Camonk Cako,Mars,55 Cancri e,False,D/38/S,20.0,Jeune,False,0.0,3.0,3505.0,199.0,17.0,3724.0,False,True
1132_01,Kariel Benney,Earth,TRAPPIST-1e,True,,22.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1133_01,Anes Lake,Mars,TRAPPIST-1e,False,E/64/P,27.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1134_01,Hadyon Sobvisted,Europa,55 Cancri e,True,,13.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1136_01,Dessie Bowenasey,Earth,TRAPPIST-1e,False,G/175/S,32.0,Adulte,False,0.0,1755.0,0.0,0.0,67.0,1822.0,False,True
1140_01,Scelava Sofraten,Europa,TRAPPIST-1e,False,B/46/S,53.0,Vieux,False,0.0,143.0,1632.0,3.0,756.0,2534.0,True,True
1140_02,Mergas Sofraten,Europa,TRAPPIST-1e,True,B/46/S,34.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1140_03,Wasaleh Sofraten,Europa,55 Cancri e,True,B/46/S,42.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1141_01,Kerrie Simstravery,Earth,TRAPPIST-1e,True,G/176/S,19.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1142_01,Evaned Pugherman,Earth,TRAPPIST-1e,False,G/173/P,54.0,Vieux,False,0.0,0.0,0.0,0.0,908.0,908.0,False,True
1144_01,Molley Barnolderg,Earth,TRAPPIST-1e,False,G/177/S,12.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1144_02,Carlie Barnolderg,Earth,TRAPPIST-1e,False,F/217/S,35.0,Adulte,False,482.0,0.0,884.0,0.0,30.0,1396.0,False,False
1144_03,Landa Barnolderg,Earth,TRAPPIST-1e,False,G/177/S,55.0,Vieux,False,412.0,97.0,3.0,0.0,0.0,512.0,False,False
1146_01,Dianie Roses,Earth,55 Cancri e,False,F/232/P,26.0,Jeune,,620.0,0.0,187.0,0.0,1304.0,2111.0,False,False
1147_01,Solam Semageary,Europa,TRAPPIST-1e,True,B/42/P,49.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1148_01,Bosonon Clugete,Europa,55 Cancri e,True,C/42/P,22.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1148_02,Axinon Clugete,Europa,55 Cancri e,False,C/42/P,15.0,Inconnu,False,0.0,122.0,2138.0,7368.0,1213.0,10841.0,True,False
1148_03,Caia Clugete,Europa,TRAPPIST-1e,False,C/42/P,30.0,Adulte,False,0.0,5225.0,0.0,8.0,1933.0,7166.0,False,False
1148_04,Azet Clugete,Europa,55 Cancri e,False,,39.0,Adulte,False,0.0,5212.0,2.0,118.0,61.0,5393.0,False,True
1148_05,Halleth Clugete,Europa,,True,C/42/P,14.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1148_06,Batares Clugete,Europa,TRAPPIST-1e,True,C/42/P,29.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1148_07,Edaron Clugete,Europa,55 Cancri e,False,C/42/P,34.0,Adulte,False,2386.0,841.0,76.0,26.0,1693.0,5022.0,False,False
1149_01,Lyne Logannon,Earth,55 Cancri e,False,G/178/S,8.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1149_02,Paulie Quinnerettt,Earth,TRAPPIST-1e,False,G/178/S,7.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False
1149_03,Sonnie Quinnerettt,Earth,TRAPPIST-1e,True,G/178/S,3.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False
1149_04,Chadie Vaught,Earth,TRAPPIST-1e,False,G/178/S,35.0,Inconnu,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False
1149_05,Karie Quinnerettt,Earth,55 Cancri e,False,G/178/S,10.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1150_01,Dona Brookes,Earth,55 Cancri e,True,G/179/S,16.0,Enfant,,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1152_01,Gral Coflé,Mars,TRAPPIST-1e,False,F/218/S,41.0,Adulte,False,29.0,0.0,1095.0,0.0,4.0,1128.0,False,False
1153_01,Alfrey Corman,Earth,TRAPPIST-1e,True,G/174/P,18.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1154_01,Celeb Ingascomet,Europa,TRAPPIST-1e,True,B/43/P,25.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1154_02,Bahyon Ingascomet,Europa,TRAPPIST-1e,True,B/43/P,32.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1154_03,Cella Ingascomet,Europa,55 Cancri e,True,B/43/P,26.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1155_01,,Earth,TRAPPIST-1e,False,F/233/P,26.0,Jeune,False,131.0,799.0,0.0,0.0,16.0,946.0,False,False
1155_02,Jayne Hessey,Earth,TRAPPIST-1e,True,G/175/P,18.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1156_01,Sterfik Motter,Europa,TRAPPIST-1e,False,B/47/S,27.0,Jeune,False,0.0,2987.0,2.0,3072.0,67.0,6128.0,True,False
1156_02,Kocha Motter,Europa,TRAPPIST-1e,True,B/47/S,26.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1161_01,Zanino Anderking,Europa,55 Cancri e,False,B/48/S,28.0,Jeune,False,0.0,11330.0,72.0,43.0,461.0,11906.0,True,True
1161_02,Mirfark Anderking,Europa,55 Cancri e,False,B/48/S,19.0,Jeune,False,0.0,1291.0,0.0,16139.0,687.0,18117.0,False,False
1162_01,Menchah Radisiouss,Europa,TRAPPIST-1e,False,C/45/S,31.0,Adulte,False,0.0,1847.0,0.0,103.0,694.0,2644.0,False,True
1163_01,,Earth,55 Cancri e,False,F/235/P,35.0,Adulte,False,0.0,1328.0,5.0,0.0,7.0,1340.0,False,True
1165_01,Azhah Heermy,Europa,55 Cancri e,False,B/44/P,46.0,Adulte,False,0.0,7201.0,0.0,32.0,2587.0,9820.0,True,False
1165_02,Kumark Heermy,Europa,TRAPPIST-1e,False,B/44/P,37.0,Adulte,False,636.0,333.0,0.0,205.0,67.0,1241.0,True,False
1165_03,Nusakab Waring,Europa,TRAPPIST-1e,True,B/44/P,29.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1165_04,Okulas Waring,Europa,TRAPPIST-1e,True,B/44/P,17.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1166_01,Wasath Shoeweely,Europa,55 Cancri e,False,C/43/P,30.0,Adulte,False,0.0,3564.0,926.0,1.0,1920.0,6411.0,False,False
1167_01,Sugbix Terry,Mars,TRAPPIST-1e,True,F/236/P,28.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1168_01,Brancy Hughriend,Earth,TRAPPIST-1e,False,E/69/P,16.0,Enfant,False,0.0,58.0,12.0,68.0,653.0,791.0,False,False
1169_01,Tifet Sin,Mars,TRAPPIST-1e,,F/221/S,40.0,Adulte,False,2357.0,0.0,9.0,0.0,0.0,2366.0,False,False
1170_01,Samie Mcneiley,Earth,TRAPPIST-1e,False,E/83/S,23.0,Jeune,False,0.0,0.0,279.0,0.0,512.0,791.0,False,False
1173_01,Ryany Gallandez,Earth,PSO J318.5-22,False,G/182/S,24.0,Jeune,,96.0,592.0,12.0,0.0,0.0,700.0,False,True
1174_01,Janita Lessonerry,Earth,TRAPPIST-1e,True,G/176/P,36.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1175_01,Ers Brin,Mars,TRAPPIST-1e,True,F/223/S,34.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1177_01,Kaffias Wasterivel,Europa,TRAPPIST-1e,True,C/44/P,59.0,Vieux,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1178_01,Walla Summington,Earth,TRAPPIST-1e,False,F/224/S,20.0,Jeune,False,0.0,0.0,600.0,0.0,0.0,600.0,False,False
1179_01,Kleeiak Dischod,Europa,TRAPPIST-1e,True,B/49/S,15.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1180_01,Reneen Irwines,Earth,TRAPPIST-1e,False,F/225/S,19.0,Jeune,False,0.0,0.0,957.0,4.0,0.0,961.0,False,False
1182_01,Mits Pota,Mars,55 Cancri e,True,F/237/P,64.0,Vieux,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
1182_02,Wee Pota,Mars,TRAPPIST-1e,False,E/70/P,24.0,Jeune,False,2997.0,0.0,3.0,0.0,7.0,3007.0,False,True
1182_03,Ork Pota,Mars,TRAPPIST-1e,False,F/237/P,23.0,Jeune,,60.0,1356.0,0.0,0.0,0.0,1416.0,False,True
1185_01,Alls Nutty,Mars,TRAPPIST-1e,False,E/71/P,30.0,Adulte,False,0.0,0.0,0.0,679.0,0.0,679.0,False,False
1186_01,Card Browlerson,Earth,TRAPPIST-1e,False,G/183/S,56.0,Inconnu,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
1186_02,Elany Browlerson,Earth,TRAPPIST-1e,False,G/183/S,8.0,Enfant,,0.0,0.0,0.0,0.0,0.0,0.0,True,False
1186_03,Harrie Browlerson,Earth,TRAPPIST-1e,True,G/183/S,1.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
1186_04,Oraryn Browlerson,Earth,TRAPPIST-1e,False,F/227/S,48.0,Adulte,False,0.0,33.0,654.0,0.0,113.0,800.0,False,True
1186_05,Eriney Browlerson,Earth,TRAPPIST-1e,False,G/183/S,12.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
